elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,25,25,1,"YES",,217,1053,5513,6783,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,25,25,2,"NO",,156,1017,5019,6192,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,25,25,1,"FOR THE PROPOSAL - YES",,155,778,4005,4938,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,25,25,2,"AGAINST THE PROPOSAL - NO",,243,1587,7413,9243,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,25,25,1,"FOR THE PROPOSAL - YES",,338,2100,10263,12701,,
11/5/2024,"SEQUOYAH","SEQUOYAH COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,25,25,2,"AGAINST THE PROPOSAL - NO",,81,332,1455,1868,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,1,"CHASE OLIVER | MIKE TER MAAT",LIB,3,7,69,79,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,2,"DONALD J. TRUMP | JD VANCE",REP,431,3018,11643,15092,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,3,"KAMALA D. HARRIS | TIM WALZ",DEM,246,692,2298,3236,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,5,14,133,152,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,5,"CHRIS GARRITY | CODY BALLARD",IND,2,6,53,61,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,28,28,1,"CHAD WILLIAMS",LIB,40,150,844,1034,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,28,28,2,"J. BRIAN BINGMAN",REP,409,2905,10988,14302,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,28,28,3,"HAROLD D SPRADLING",DEM,215,641,2208,3064,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,28,28,1,"TOM COLE",REP,426,2882,11077,14385,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,28,28,2,"MARY BRANNON",DEM,208,607,1972,2787,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,28,28,3,"JAMES STACY",IND,40,208,1043,1291,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10029,"FOR STATE SENATOR DISTRICT 43",,12,12,1,"KENDAL SACCHIERI",REP,222,1488,5291,7001,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",10029,"FOR STATE SENATOR DISTRICT 43",,12,12,2,"SAM GRAEFE",DEM,140,360,1246,1746,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20003,"SUPREME COURT DISTRICT 3",,28,28,1,"YES",,309,1092,5558,6959,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20003,"SUPREME COURT DISTRICT 3",,28,28,2,"NO",,292,2333,7723,10348,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20004,"SUPREME COURT DISTRICT 4",,28,28,1,"YES",,286,1087,5457,6830,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20004,"SUPREME COURT DISTRICT 4",,28,28,2,"NO",,314,2330,7797,10441,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20007,"SUPREME COURT DISTRICT 7",,28,28,1,"YES",,290,1163,5793,7246,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20007,"SUPREME COURT DISTRICT 7",,28,28,2,"NO",,314,2273,7472,10059,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,28,28,1,"YES",,350,2154,8483,10987,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,28,28,2,"NO",,222,1224,4623,6069,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,28,28,1,"YES",,350,2120,8469,10939,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,28,28,2,"NO",,223,1250,4608,6081,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,28,28,1,"YES",,323,1363,6582,8268,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,28,28,2,"NO",,250,2004,6496,8750,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,28,28,1,"YES",,351,2185,8630,11166,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,28,28,2,"NO",,220,1173,4421,5814,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,28,28,1,"YES",,347,2260,8684,11291,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,28,28,2,"NO",,225,1105,4340,5670,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,28,28,1,"YES",,352,2198,8560,11110,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,28,28,2,"NO",,216,1165,4474,5855,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,28,28,1,"YES",,317,1342,6522,8181,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,28,28,2,"NO",,251,2024,6524,8799,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,28,28,1,"YES",,338,1867,7541,9746,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,28,28,2,"NO",,210,1304,4986,6500,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,28,28,1,"YES",,339,1771,7254,9364,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,28,28,2,"NO",,212,1400,5273,6885,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,28,28,1,"FOR THE PROPOSAL - YES",,277,1342,5278,6897,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,28,28,2,"AGAINST THE PROPOSAL - NO",,336,2135,8149,10620,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,28,28,1,"FOR THE PROPOSAL - YES",,556,3105,12311,15972,,
11/5/2024,"STEPHENS","STEPHENS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,28,28,2,"AGAINST THE PROPOSAL - NO",,95,435,1381,1911,,
11/5/2024,"TEXAS","TEXAS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,6,15,21,,
11/5/2024,"TEXAS","TEXAS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,2,"DONALD J. TRUMP | JD VANCE",REP,151,1202,2966,4319,,
11/5/2024,"TEXAS","TEXAS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,3,"KAMALA D. HARRIS | TIM WALZ",DEM,46,199,548,793,,
11/5/2024,"TEXAS","TEXAS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,0,11,47,58,,
11/5/2024,"TEXAS","TEXAS COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,5,"CHRIS GARRITY | CODY BALLARD",IND,0,5,10,15,,
11/5/2024,"TEXAS","TEXAS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,1,"CHAD WILLIAMS",LIB,16,80,249,345,,
11/5/2024,"TEXAS","TEXAS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,2,"J. BRIAN BINGMAN",REP,135,1137,2779,4051,,
11/5/2024,"TEXAS","TEXAS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,3,"HAROLD D SPRADLING",DEM,35,183,499,717,,
11/5/2024,"TEXAS","TEXAS COUNTY",20003,"SUPREME COURT DISTRICT 3",,11,11,1,"YES",,82,474,1311,1867,,
11/5/2024,"TEXAS","TEXAS COUNTY",20003,"SUPREME COURT DISTRICT 3",,11,11,2,"NO",,87,841,2064,2992,,
11/5/2024,"TEXAS","TEXAS COUNTY",20004,"SUPREME COURT DISTRICT 4",,11,11,1,"YES",,77,472,1275,1824,,
11/5/2024,"TEXAS","TEXAS COUNTY",20004,"SUPREME COURT DISTRICT 4",,11,11,2,"NO",,90,844,2094,3028,,
11/5/2024,"TEXAS","TEXAS COUNTY",20007,"SUPREME COURT DISTRICT 7",,11,11,1,"YES",,79,503,1333,1915,,
11/5/2024,"TEXAS","TEXAS COUNTY",20007,"SUPREME COURT DISTRICT 7",,11,11,2,"NO",,88,816,2035,2939,,
11/5/2024,"TEXAS","TEXAS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,11,11,1,"YES",,104,813,2062,2979,,
11/5/2024,"TEXAS","TEXAS COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,11,11,2,"NO",,60,485,1257,1802,,
11/5/2024,"TEXAS","TEXAS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,11,11,1,"YES",,102,694,1841,2637,,
11/5/2024,"TEXAS","TEXAS COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,11,11,2,"NO",,60,601,1470,2131,,
11/5/2024,"TEXAS","TEXAS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,11,11,1,"YES",,100,653,1756,2509,,
11/5/2024,"TEXAS","TEXAS COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,11,11,2,"NO",,60,644,1547,2251,,
11/5/2024,"TEXAS","TEXAS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,11,11,1,"YES",,101,786,2023,2910,,
11/5/2024,"TEXAS","TEXAS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,11,11,2,"NO",,59,509,1286,1854,,
11/5/2024,"TEXAS","TEXAS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,11,11,1,"YES",,95,795,2012,2902,,
11/5/2024,"TEXAS","TEXAS COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,11,11,2,"NO",,61,456,1220,1737,,
11/5/2024,"TEXAS","TEXAS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,11,11,1,"YES",,99,780,1968,2847,,
11/5/2024,"TEXAS","TEXAS COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,11,11,2,"NO",,57,470,1250,1777,,
11/5/2024,"TEXAS","TEXAS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,11,11,1,"YES",,95,625,1694,2414,,
11/5/2024,"TEXAS","TEXAS COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,11,11,2,"NO",,60,618,1531,2209,,
11/5/2024,"TEXAS","TEXAS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,11,11,1,"YES",,93,657,1721,2471,,
11/5/2024,"TEXAS","TEXAS COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,11,11,2,"NO",,62,591,1502,2155,,
11/5/2024,"TEXAS","TEXAS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,11,11,1,"YES",,90,610,1643,2343,,
11/5/2024,"TEXAS","TEXAS COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,11,11,2,"NO",,62,580,1448,2090,,
11/5/2024,"TEXAS","TEXAS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,11,11,1,"FOR THE PROPOSAL - YES",,84,521,1423,2028,,
11/5/2024,"TEXAS","TEXAS COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,11,11,2,"AGAINST THE PROPOSAL - NO",,85,783,1971,2839,,
11/5/2024,"TEXAS","TEXAS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,11,11,1,"FOR THE PROPOSAL - YES",,158,1208,3058,4424,,
11/5/2024,"TEXAS","TEXAS COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,11,11,2,"AGAINST THE PROPOSAL - NO",,21,164,440,625,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,0,7,7,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,2,"DONALD J. TRUMP | JD VANCE",REP,30,595,1381,2006,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,3,"KAMALA D. HARRIS | TIM WALZ",DEM,21,133,346,500,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,3,3,11,17,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,8,8,5,"CHRIS GARRITY | CODY BALLARD",IND,0,0,3,3,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,8,8,1,"CHAD WILLIAMS",LIB,6,28,93,127,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,8,8,2,"J. BRIAN BINGMAN",REP,23,560,1258,1841,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,8,8,3,"HAROLD D SPRADLING",DEM,23,125,363,511,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,8,8,1,"TOM COLE",REP,28,592,1364,1984,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,8,8,2,"MARY BRANNON",DEM,17,105,278,400,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,8,8,3,"JAMES STACY",IND,7,27,86,120,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10096,"FOR STATE REPRESENTATIVE DISTRICT 63",,8,8,1,"TREY CALDWELL",REP,39,644,1469,2152,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",10096,"FOR STATE REPRESENTATIVE DISTRICT 63",,8,8,2,"SHYKIRA SMITH",DEM,14,82,263,359,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20003,"SUPREME COURT DISTRICT 3",,8,8,1,"YES",,29,288,780,1097,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20003,"SUPREME COURT DISTRICT 3",,8,8,2,"NO",,18,356,785,1159,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20004,"SUPREME COURT DISTRICT 4",,8,8,1,"YES",,24,268,784,1076,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20004,"SUPREME COURT DISTRICT 4",,8,8,2,"NO",,23,373,774,1170,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20007,"SUPREME COURT DISTRICT 7",,8,8,1,"YES",,27,298,824,1149,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20007,"SUPREME COURT DISTRICT 7",,8,8,2,"NO",,20,343,742,1105,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,8,8,1,"YES",,26,413,972,1411,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,8,8,2,"NO",,23,214,542,779,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,8,8,1,"YES",,20,405,960,1385,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,8,8,2,"NO",,29,220,554,803,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,8,8,1,"YES",,28,382,910,1320,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,8,8,2,"NO",,20,240,600,860,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,8,8,1,"YES",,22,420,966,1408,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,8,8,2,"NO",,25,203,538,766,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,8,8,1,"YES",,24,413,983,1420,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,8,8,2,"NO",,25,204,522,751,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,8,8,1,"YES",,22,407,943,1372,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,8,8,2,"NO",,26,214,559,799,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,8,8,1,"YES",,26,349,892,1267,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,8,8,2,"NO",,22,270,613,905,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,8,8,1,"YES",,27,351,818,1196,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,8,8,2,"NO",,18,213,538,769,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,8,8,1,"YES",,21,339,791,1151,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,8,8,2,"NO",,25,221,564,810,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,8,8,1,"FOR THE PROPOSAL - YES",,22,299,733,1054,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,8,8,2,"AGAINST THE PROPOSAL - NO",,28,362,846,1236,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,8,8,1,"FOR THE PROPOSAL - YES",,42,618,1441,2101,,
11/5/2024,"TILLMAN","TILLMAN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,8,8,2,"AGAINST THE PROPOSAL - NO",,10,63,192,265,,
11/5/2024,"TULSA","TULSA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,251,251,1,"CHASE OLIVER | MIKE TER MAAT",LIB,120,100,1672,1892,,
11/5/2024,"TULSA","TULSA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,251,251,2,"DONALD J. TRUMP | JD VANCE",REP,7525,13416,124300,145241,,
11/5/2024,"TULSA","TULSA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,251,251,3,"KAMALA D. HARRIS | TIM WALZ",DEM,10308,12275,83522,106105,,
11/5/2024,"TULSA","TULSA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,251,251,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,124,119,2515,2758,,
11/5/2024,"TULSA","TULSA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,251,251,5,"CHRIS GARRITY | CODY BALLARD",IND,81,37,825,943,,
11/5/2024,"TULSA","TULSA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,251,251,1,"CHAD WILLIAMS",LIB,1102,1699,17867,20668,,
11/5/2024,"TULSA","TULSA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,251,251,2,"J. BRIAN BINGMAN",REP,8061,12908,119473,140442,,
11/5/2024,"TULSA","TULSA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,251,251,3,"HAROLD D SPRADLING",DEM,8540,11024,71980,91544,,
11/5/2024,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,251,251,1,"KEVIN HERN",REP,8045,13535,124988,146568,,
11/5/2024,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,251,251,2,"DENNIS BAKER",DEM,9396,11235,74523,95154,,
11/5/2024,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,251,251,3,"MARK DAVID GARCIA SANDERS",IND,604,1044,11595,13243,,
11/5/2024,"TULSA","TULSA COUNTY",10020,"FOR STATE SENATOR DISTRICT 25",,36,36,1,"BRIAN GUTHRIE",REP,1484,2348,21955,25787,,
11/5/2024,"TULSA","TULSA COUNTY",10020,"FOR STATE SENATOR DISTRICT 25",,36,36,2,"KAREN ANN GADDIS",DEM,1342,1300,9963,12605,,
11/5/2024,"TULSA","TULSA COUNTY",10024,"FOR STATE SENATOR DISTRICT 33",,31,31,1,"CHRISTI GILLESPIE",REP,1277,2184,19644,23105,,
11/5/2024,"TULSA","TULSA COUNTY",10024,"FOR STATE SENATOR DISTRICT 33",,31,31,2,"BOB WILLIS",DEM,1164,1212,8878,11254,,
11/5/2024,"TULSA","TULSA COUNTY",10025,"FOR STATE SENATOR DISTRICT 35",,38,38,1,"DEAN MARTIN",REP,961,1821,12992,15774,,
11/5/2024,"TULSA","TULSA COUNTY",10025,"FOR STATE SENATOR DISTRICT 35",,38,38,2,"JO ANNA DOSSETT",DEM,2284,2830,17752,22866,,
11/5/2024,"TULSA","TULSA COUNTY",10026,"FOR STATE SENATOR DISTRICT 37",,28,28,1,"AARON REINHARDT",REP,950,1533,16604,19087,,
11/5/2024,"TULSA","TULSA COUNTY",10026,"FOR STATE SENATOR DISTRICT 37",,28,28,2,"ANDREW NUTTER",IND,675,862,6795,8332,,
11/5/2024,"TULSA","TULSA COUNTY",10027,"FOR STATE SENATOR DISTRICT 39",,31,31,1,"DAVE RADER",REP,1529,2096,16701,20326,,
11/5/2024,"TULSA","TULSA COUNTY",10027,"FOR STATE SENATOR DISTRICT 39",,31,31,2,"MELISSA BRYCE",DEM,1678,1740,12356,15774,,
11/5/2024,"TULSA","TULSA COUNTY",10049,"FOR STATE REPRESENTATIVE DISTRICT 16",,6,6,1,"SCOTT FETGATTER",REP,96,119,2114,2329,,
11/5/2024,"TULSA","TULSA COUNTY",10049,"FOR STATE REPRESENTATIVE DISTRICT 16",,6,6,2,"ROSIE LYNCH",DEM,76,52,621,749,,
11/5/2024,"TULSA","TULSA COUNTY",10099,"FOR STATE REPRESENTATIVE DISTRICT 66",,10,10,1,"KENNETH BLEVINS",LIB,136,144,2023,2303,,
11/5/2024,"TULSA","TULSA COUNTY",10099,"FOR STATE REPRESENTATIVE DISTRICT 66",,10,10,2,"CLAY STAIRES",REP,207,323,5698,6228,,
11/5/2024,"TULSA","TULSA COUNTY",10103,"FOR STATE REPRESENTATIVE DISTRICT 70",,18,18,1,"BRADLEY BANKS",REP,629,914,7069,8612,,
11/5/2024,"TULSA","TULSA COUNTY",10103,"FOR STATE REPRESENTATIVE DISTRICT 70",,18,18,2,"SUZANNE E. SCHREIBER",DEM,1251,1324,8587,11162,,
11/5/2024,"TULSA","TULSA COUNTY",10107,"FOR STATE REPRESENTATIVE DISTRICT 74",,12,12,1,"MARK VANCUREN",REP,510,812,8468,9790,,
11/5/2024,"TULSA","TULSA COUNTY",10107,"FOR STATE REPRESENTATIVE DISTRICT 74",,12,12,2,"AARON BRENT",IND,313,334,2677,3324,,
11/5/2024,"TULSA","TULSA COUNTY",10112,"FOR STATE REPRESENTATIVE DISTRICT 79",,15,15,1,"PAUL HASSINK",REP,363,674,4978,6015,,
11/5/2024,"TULSA","TULSA COUNTY",10112,"FOR STATE REPRESENTATIVE DISTRICT 79",,15,15,2,"MELISSA PROVENZANO",DEM,609,762,5856,7227,,
11/5/2024,"TULSA","TULSA COUNTY",10131,"FOR STATE REPRESENTATIVE DISTRICT 98",,6,6,1,"GABE WOOLLEY",REP,259,403,3682,4344,,
11/5/2024,"TULSA","TULSA COUNTY",10131,"FOR STATE REPRESENTATIVE DISTRICT 98",,6,6,2,"CATHY SMYTHE",DEM,201,288,1800,2289,,
